PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,FamilySize,Embarked_Q,Embarked_S,Pclass,Embarked_C,Family Size
461,1,,48.0,0,0,26.55,0,0,1,3,0,1
462,0,,34.0,0,0,8.05,0,0,1,3,0,1
463,0,,47.0,0,0,38.5,0,0,1,3,0,1
464,0,,48.0,0,0,13.0,0,0,1,2,0,1
465,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
466,0,,38.0,0,0,7.05,0,0,1,3,0,1
467,0,,29.69911764705882,0,0,0.0,0,0,1,2,0,1
468,0,,56.0,0,0,26.55,0,0,1,3,0,1
469,0,,29.69911764705882,0,0,7.725,0,1,0,3,0,1
470,1,,0.75,2,1,19.2583,3,0,0,3,0,4
471,0,,29.69911764705882,0,0,7.25,0,0,1,3,0,1
472,0,,38.0,0,0,8.6625,0,0,1,3,0,1
473,1,,33.0,1,2,27.75,3,0,1,2,0,4
474,1,,23.0,0,0,13.7917,0,0,0,2,0,1
475,0,,22.0,0,0,9.8375,0,0,1,3,0,1
476,0,,29.69911764705882,0,0,52.0,0,0,1,3,0,1
477,0,,34.0,1,0,21.0,1,0,1,2,0,2
478,0,,29.0,1,0,7.0458,1,0,1,3,0,2
479,0,,22.0,0,0,7.5208,0,0,1,3,0,1
480,1,,2.0,0,1,12.2875,1,0,1,3,0,2
481,0,,9.0,5,2,46.9,7,0,1,3,0,8
482,0,,29.69911764705882,0,0,0.0,0,0,1,2,0,1
483,0,,50.0,0,0,8.05,0,0,1,3,0,1
484,1,,63.0,0,0,9.5875,0,0,1,3,0,1
485,1,,25.0,1,0,91.0792,1,0,0,3,0,2
486,0,,29.69911764705882,3,1,25.4667,4,0,1,3,0,5
487,1,,35.0,1,0,90.0,1,0,1,3,0,2
488,0,,58.0,0,0,29.7,0,0,0,3,0,1
489,0,,30.0,0,0,8.05,0,0,1,3,0,1
490,1,,9.0,1,1,15.9,2,0,1,3,0,3
491,0,,29.69911764705882,1,0,19.9667,1,0,1,3,0,2
492,0,,21.0,0,0,7.25,0,0,1,3,0,1
493,0,,55.0,0,0,30.5,0,0,1,3,0,1
494,0,,71.0,0,0,49.5042,0,0,0,3,0,1
495,0,,21.0,0,0,8.05,0,0,1,3,0,1
496,0,,29.69911764705882,0,0,14.4583,0,0,0,3,0,1
497,1,,54.0,1,0,78.2667,1,0,0,3,0,2
498,0,,29.69911764705882,0,0,15.1,0,0,1,3,0,1
499,0,,25.0,1,2,151.55,3,0,1,3,0,4
500,0,,24.0,0,0,7.7958,0,0,1,3,0,1
501,0,,17.0,0,0,8.6625,0,0,1,3,0,1
502,0,,21.0,0,0,7.75,0,1,0,3,0,1
503,0,,29.69911764705882,0,0,7.6292,0,1,0,3,0,1
504,0,,37.0,0,0,9.5875,0,0,1,3,0,1
505,1,,16.0,0,0,86.5,0,0,1,3,0,1
506,0,,18.0,1,0,108.9,1,0,0,3,0,2
507,1,,33.0,0,2,26.0,2,0,1,2,0,3
508,1,,29.69911764705882,0,0,26.55,0,0,1,3,0,1
509,0,,28.0,0,0,22.525,0,0,1,3,0,1
510,1,,26.0,0,0,56.4958,0,0,1,3,0,1
511,1,,29.0,0,0,7.75,0,1,0,3,0,1
512,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
513,1,,36.0,0,0,26.2875,0,0,1,3,0,1
514,1,,54.0,1,0,59.4,1,0,0,3,0,2
515,0,,24.0,0,0,7.4958,0,0,1,3,0,1
516,0,,47.0,0,0,34.0208,0,0,1,3,0,1
517,1,,34.0,0,0,10.5,0,0,1,2,0,1
518,0,,29.69911764705882,0,0,24.15,0,1,0,3,0,1
519,1,,36.0,1,0,26.0,1,0,1,2,0,2
520,0,,32.0,0,0,7.8958,0,0,1,3,0,1
521,1,,30.0,0,0,93.5,0,0,1,3,0,1
522,0,,22.0,0,0,7.8958,0,0,1,3,0,1
523,0,,29.69911764705882,0,0,7.225,0,0,0,3,0,1
524,1,,44.0,0,1,57.9792,1,0,0,3,0,2
525,0,,29.69911764705882,0,0,7.2292,0,0,0,3,0,1
526,0,,40.5,0,0,7.75,0,1,0,3,0,1
527,1,,50.0,0,0,10.5,0,0,1,2,0,1
528,0,,29.69911764705882,0,0,221.7792,0,0,1,3,0,1
529,0,,39.0,0,0,7.925,0,0,1,3,0,1
530,0,,23.0,2,1,11.5,3,0,1,2,0,4
531,1,,2.0,1,1,26.0,2,0,1,2,0,3
532,0,,29.69911764705882,0,0,7.2292,0,0,0,3,0,1
533,0,,17.0,1,1,7.2292,2,0,0,3,0,3
534,1,,29.69911764705882,0,2,22.3583,2,0,0,3,0,3
535,0,,30.0,0,0,8.6625,0,0,1,3,0,1
536,1,,7.0,0,2,26.25,2,0,1,2,0,3
537,0,,45.0,0,0,26.55,0,0,1,3,0,1
538,1,,30.0,0,0,106.425,0,0,0,3,0,1
539,0,,29.69911764705882,0,0,14.5,0,0,1,3,0,1
540,1,,22.0,0,2,49.5,2,0,0,3,0,3
541,1,,36.0,0,2,71.0,2,0,1,3,0,3
542,0,,9.0,4,2,31.275,6,0,1,3,0,7
543,0,,11.0,4,2,31.275,6,0,1,3,0,7
544,1,,32.0,1,0,26.0,1,0,1,2,0,2
545,0,,50.0,1,0,106.425,1,0,0,3,0,2
546,0,,64.0,0,0,26.0,0,0,1,3,0,1
547,1,,19.0,1,0,26.0,1,0,1,2,0,2
548,1,,29.69911764705882,0,0,13.8625,0,0,0,2,0,1
549,0,,33.0,1,1,20.525,2,0,1,3,0,3
550,1,,8.0,1,1,36.75,2,0,1,2,0,3
551,1,,17.0,0,2,110.8833,2,0,0,3,0,3
552,0,,27.0,0,0,26.0,0,0,1,2,0,1
553,0,,29.69911764705882,0,0,7.8292,0,1,0,3,0,1
554,1,,22.0,0,0,7.225,0,0,0,3,0,1
555,1,,22.0,0,0,7.775,0,0,1,3,0,1
556,0,,62.0,0,0,26.55,0,0,1,3,0,1
557,1,,48.0,1,0,39.6,1,0,0,3,0,2
558,0,,29.69911764705882,0,0,227.525,0,0,0,3,0,1
559,1,,39.0,1,1,79.65,2,0,1,3,0,3
560,1,,36.0,1,0,17.4,1,0,1,3,0,2
561,0,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
562,0,,40.0,0,0,7.8958,0,0,1,3,0,1
563,0,,28.0,0,0,13.5,0,0,1,2,0,1
564,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
565,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
566,0,,24.0,2,0,24.15,2,0,1,3,0,3
567,0,,19.0,0,0,7.8958,0,0,1,3,0,1
568,0,,29.0,0,4,21.075,4,0,1,3,0,5
569,0,,29.69911764705882,0,0,7.2292,0,0,0,3,0,1
570,1,,32.0,0,0,7.8542,0,0,1,3,0,1
571,1,,62.0,0,0,10.5,0,0,1,2,0,1
572,1,,53.0,2,0,51.4792,2,0,1,3,0,3
573,1,,36.0,0,0,26.3875,0,0,1,3,0,1
574,1,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
575,0,,16.0,0,0,8.05,0,0,1,3,0,1
576,0,,19.0,0,0,14.5,0,0,1,3,0,1
577,1,,34.0,0,0,13.0,0,0,1,2,0,1
578,1,,39.0,1,0,55.9,1,0,1,3,0,2
579,0,,29.69911764705882,1,0,14.4583,1,0,0,3,0,2
580,1,,32.0,0,0,7.925,0,0,1,3,0,1
581,1,,25.0,1,1,30.0,2,0,1,2,0,3
582,1,,39.0,1,1,110.8833,2,0,0,3,0,3
583,0,,54.0,0,0,26.0,0,0,1,2,0,1
584,0,,36.0,0,0,40.125,0,0,0,3,0,1
585,0,,29.69911764705882,0,0,8.7125,0,0,0,3,0,1
586,1,,18.0,0,2,79.65,2,0,1,3,0,3
587,0,,47.0,0,0,15.0,0,0,1,2,0,1
588,1,,60.0,1,1,79.2,2,0,0,3,0,3
589,0,,22.0,0,0,8.05,0,0,1,3,0,1
590,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
591,0,,35.0,0,0,7.125,0,0,1,3,0,1
592,1,,52.0,1,0,78.2667,1,0,0,3,0,2
593,0,,47.0,0,0,7.25,0,0,1,3,0,1
594,0,,29.69911764705882,0,2,7.75,2,1,0,3,0,3
595,0,,37.0,1,0,26.0,1,0,1,2,0,2
596,0,,36.0,1,1,24.15,2,0,1,3,0,3
597,1,,29.69911764705882,0,0,33.0,0,0,1,2,0,1
598,0,,49.0,0,0,0.0,0,0,1,3,0,1
599,0,,29.69911764705882,0,0,7.225,0,0,0,3,0,1
600,1,,49.0,1,0,56.9292,1,0,0,3,0,2
601,1,,24.0,2,1,27.0,3,0,1,2,0,4
602,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
603,0,,29.69911764705882,0,0,42.4,0,0,1,3,0,1
604,0,,44.0,0,0,8.05,0,0,1,3,0,1
605,1,,35.0,0,0,26.55,0,0,0,3,0,1
606,0,,36.0,1,0,15.55,1,0,1,3,0,2
607,0,,30.0,0,0,7.8958,0,0,1,3,0,1
608,1,,27.0,0,0,30.5,0,0,1,3,0,1
609,1,,22.0,1,2,41.5792,3,0,0,2,0,4
610,1,,40.0,0,0,153.4625,0,0,1,3,0,1
611,0,,39.0,1,5,31.275,6,0,1,3,0,7
612,0,,29.69911764705882,0,0,7.05,0,0,1,3,0,1
613,1,,29.69911764705882,1,0,15.5,1,1,0,3,0,2
614,0,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
615,0,,35.0,0,0,8.05,0,0,1,3,0,1
616,1,,24.0,1,2,65.0,3,0,1,2,0,4
617,0,,34.0,1,1,14.4,2,0,1,3,0,3
618,0,,26.0,1,0,16.1,1,0,1,3,0,2
619,1,,4.0,2,1,39.0,3,0,1,2,0,4
620,0,,26.0,0,0,10.5,0,0,1,2,0,1
621,0,,27.0,1,0,14.4542,1,0,0,3,0,2
622,1,,42.0,1,0,52.5542,1,0,1,3,0,2
623,1,,20.0,1,1,15.7417,2,0,0,3,0,3
624,0,,21.0,0,0,7.8542,0,0,1,3,0,1
625,0,,21.0,0,0,16.1,0,0,1,3,0,1
626,0,,61.0,0,0,32.3208,0,0,1,3,0,1
627,0,,57.0,0,0,12.35,0,1,0,2,0,1
628,1,,21.0,0,0,77.9583,0,0,1,3,0,1
629,0,,26.0,0,0,7.8958,0,0,1,3,0,1
630,0,,29.69911764705882,0,0,7.7333,0,1,0,3,0,1
631,1,,80.0,0,0,30.0,0,0,1,3,0,1
632,0,,51.0,0,0,7.0542,0,0,1,3,0,1
633,1,,32.0,0,0,30.5,0,0,0,3,0,1
634,0,,29.69911764705882,0,0,0.0,0,0,1,3,0,1
635,0,,9.0,3,2,27.9,5,0,1,3,0,6
636,1,,28.0,0,0,13.0,0,0,1,2,0,1
637,0,,32.0,0,0,7.925,0,0,1,3,0,1
638,0,,31.0,1,1,26.25,2,0,1,2,0,3
639,0,,41.0,0,5,39.6875,5,0,1,3,0,6
640,0,,29.69911764705882,1,0,16.1,1,0,1,3,0,2
641,0,,20.0,0,0,7.8542,0,0,1,3,0,1
642,1,,24.0,0,0,69.3,0,0,0,3,0,1
643,0,,2.0,3,2,27.9,5,0,1,3,0,6
644,1,,29.69911764705882,0,0,56.4958,0,0,1,3,0,1
645,1,,0.75,2,1,19.2583,3,0,0,3,0,4
646,1,,48.0,1,0,76.7292,1,0,0,3,0,2
647,0,,19.0,0,0,7.8958,0,0,1,3,0,1
648,1,,56.0,0,0,35.5,0,0,0,3,0,1
649,0,,29.69911764705882,0,0,7.55,0,0,1,3,0,1
650,1,,23.0,0,0,7.55,0,0,1,3,0,1
651,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
652,1,,18.0,0,1,23.0,1,0,1,2,0,2
653,0,,21.0,0,0,8.4333,0,0,1,3,0,1
654,1,,29.69911764705882,0,0,7.8292,0,1,0,3,0,1
655,0,,18.0,0,0,6.75,0,1,0,3,0,1
656,0,,24.0,2,0,73.5,2,0,1,2,0,3
657,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
658,0,,32.0,1,1,15.5,2,1,0,3,0,3
659,0,,23.0,0,0,13.0,0,0,1,2,0,1
660,0,,58.0,0,2,113.275,2,0,0,3,0,3
661,1,,50.0,2,0,133.65,2,0,1,3,0,3
662,0,,40.0,0,0,7.225,0,0,0,3,0,1
663,0,,47.0,0,0,25.5875,0,0,1,3,0,1
664,0,,36.0,0,0,7.4958,0,0,1,3,0,1
665,1,,20.0,1,0,7.925,1,0,1,3,0,2
666,0,,32.0,2,0,73.5,2,0,1,2,0,3
667,0,,25.0,0,0,13.0,0,0,1,2,0,1
668,0,,29.69911764705882,0,0,7.775,0,0,1,3,0,1
669,0,,43.0,0,0,8.05,0,0,1,3,0,1
670,1,,29.69911764705882,1,0,52.0,1,0,1,3,0,2
671,1,,40.0,1,1,39.0,2,0,1,2,0,3
672,0,,31.0,1,0,52.0,1,0,1,3,0,2
673,0,,70.0,0,0,10.5,0,0,1,2,0,1
674,1,,31.0,0,0,13.0,0,0,1,2,0,1
675,0,,29.69911764705882,0,0,0.0,0,0,1,2,0,1
676,0,,18.0,0,0,7.775,0,0,1,3,0,1
677,0,,24.5,0,0,8.05,0,0,1,3,0,1
678,1,,18.0,0,0,9.8417,0,0,1,3,0,1
679,0,,43.0,1,6,46.9,7,0,1,3,0,8
680,1,,36.0,0,1,512.3292,1,0,0,3,0,2
681,0,,29.69911764705882,0,0,8.1375,0,1,0,3,0,1
682,1,,27.0,0,0,76.7292,0,0,0,3,0,1
683,0,,20.0,0,0,9.225,0,0,1,3,0,1
684,0,,14.0,5,2,46.9,7,0,1,3,0,8
685,0,,60.0,1,1,39.0,2,0,1,2,0,3
686,0,,25.0,1,2,41.5792,3,0,0,2,0,4
687,0,,14.0,4,1,39.6875,5,0,1,3,0,6
688,0,,19.0,0,0,10.1708,0,0,1,3,0,1
689,0,,18.0,0,0,7.7958,0,0,1,3,0,1
690,1,,15.0,0,1,211.3375,1,0,1,3,0,2
691,1,,31.0,1,0,57.0,1,0,1,3,0,2
692,1,,4.0,0,1,13.4167,1,0,0,3,0,2
693,1,,29.69911764705882,0,0,56.4958,0,0,1,3,0,1
694,0,,25.0,0,0,7.225,0,0,0,3,0,1
695,0,,60.0,0,0,26.55,0,0,1,3,0,1
696,0,,52.0,0,0,13.5,0,0,1,2,0,1
697,0,,44.0,0,0,8.05,0,0,1,3,0,1
698,1,,29.69911764705882,0,0,7.7333,0,1,0,3,0,1
699,0,,49.0,1,1,110.8833,2,0,0,3,0,3
700,0,,42.0,0,0,7.65,0,0,1,3,0,1
701,1,,18.0,1,0,227.525,1,0,0,3,0,2
702,1,,35.0,0,0,26.2875,0,0,1,3,0,1
703,0,,18.0,0,1,14.4542,1,0,0,3,0,2
704,0,,25.0,0,0,7.7417,0,1,0,3,0,1
705,0,,26.0,1,0,7.8542,1,0,1,3,0,2
706,0,,39.0,0,0,26.0,0,0,1,2,0,1
707,1,,45.0,0,0,13.5,0,0,1,2,0,1
708,1,,42.0,0,0,26.2875,0,0,1,3,0,1
709,1,,22.0,0,0,151.55,0,0,1,3,0,1
710,1,,29.69911764705882,1,1,15.2458,2,0,0,3,0,3
711,1,,24.0,0,0,49.5042,0,0,0,3,0,1
712,0,,29.69911764705882,0,0,26.55,0,0,1,3,0,1
713,1,,48.0,1,0,52.0,1,0,1,3,0,2
714,0,,29.0,0,0,9.4833,0,0,1,3,0,1
715,0,,52.0,0,0,13.0,0,0,1,2,0,1
716,0,,19.0,0,0,7.65,0,0,1,3,0,1
717,1,,38.0,0,0,227.525,0,0,0,3,0,1
718,1,,27.0,0,0,10.5,0,0,1,2,0,1
719,0,,29.69911764705882,0,0,15.5,0,1,0,3,0,1
720,0,,33.0,0,0,7.775,0,0,1,3,0,1
721,1,,6.0,0,1,33.0,1,0,1,2,0,2
722,0,,17.0,1,0,7.0542,1,0,1,3,0,2
723,0,,34.0,0,0,13.0,0,0,1,2,0,1
724,0,,50.0,0,0,13.0,0,0,1,2,0,1
725,1,,27.0,1,0,53.1,1,0,1,3,0,2
726,0,,20.0,0,0,8.6625,0,0,1,3,0,1
727,1,,30.0,3,0,21.0,3,0,1,2,0,4
728,1,,29.69911764705882,0,0,7.7375,0,1,0,3,0,1
729,0,,25.0,1,0,26.0,1,0,1,2,0,2
730,0,,25.0,1,0,7.925,1,0,1,3,0,2
731,1,,29.0,0,0,211.3375,0,0,1,3,0,1
732,0,,11.0,0,0,18.7875,0,0,0,3,0,1
733,0,,29.69911764705882,0,0,0.0,0,0,1,2,0,1
734,0,,23.0,0,0,13.0,0,0,1,2,0,1
735,0,,23.0,0,0,13.0,0,0,1,2,0,1
736,0,,28.5,0,0,16.1,0,0,1,3,0,1
737,0,,48.0,1,3,34.375,4,0,1,3,0,5
738,1,,35.0,0,0,512.3292,0,0,0,3,0,1
739,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
740,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
741,1,,29.69911764705882,0,0,30.0,0,0,1,3,0,1
742,0,,36.0,1,0,78.85,1,0,1,3,0,2
743,1,,21.0,2,2,262.375,4,0,0,3,0,5
744,0,,24.0,1,0,16.1,1,0,1,3,0,2
745,1,,31.0,0,0,7.925,0,0,1,3,0,1
746,0,,70.0,1,1,71.0,2,0,1,3,0,3
747,0,,16.0,1,1,20.25,2,0,1,3,0,3
748,1,,30.0,0,0,13.0,0,0,1,2,0,1
749,0,,19.0,1,0,53.1,1,0,1,3,0,2
750,0,,31.0,0,0,7.75,0,1,0,3,0,1
751,1,,4.0,1,1,23.0,2,0,1,2,0,3
752,1,,6.0,0,1,12.475,1,0,1,3,0,2
753,0,,33.0,0,0,9.5,0,0,1,3,0,1
754,0,,23.0,0,0,7.8958,0,0,1,3,0,1
755,1,,48.0,1,2,65.0,3,0,1,2,0,4
756,1,,0.67,1,1,14.5,2,0,1,2,0,3
757,0,,28.0,0,0,7.7958,0,0,1,3,0,1
758,0,,18.0,0,0,11.5,0,0,1,2,0,1
759,0,,34.0,0,0,8.05,0,0,1,3,0,1
760,1,,33.0,0,0,86.5,0,0,1,3,0,1
761,0,,29.69911764705882,0,0,14.5,0,0,1,3,0,1
762,0,,41.0,0,0,7.125,0,0,1,3,0,1
763,1,,20.0,0,0,7.2292,0,0,0,3,0,1
764,1,,36.0,1,2,120.0,3,0,1,3,0,4
765,0,,16.0,0,0,7.775,0,0,1,3,0,1
766,1,,51.0,1,0,77.9583,1,0,1,3,0,2
767,0,,29.69911764705882,0,0,39.6,0,0,0,3,0,1
768,0,,30.5,0,0,7.75,0,1,0,3,0,1
769,0,,29.69911764705882,1,0,24.15,1,1,0,3,0,2
770,0,,32.0,0,0,8.3625,0,0,1,3,0,1
771,0,,24.0,0,0,9.5,0,0,1,3,0,1
772,0,,48.0,0,0,7.8542,0,0,1,3,0,1
773,0,,57.0,0,0,10.5,0,0,1,2,0,1
774,0,,29.69911764705882,0,0,7.225,0,0,0,3,0,1
775,1,,54.0,1,3,23.0,4,0,1,2,0,5
776,0,,18.0,0,0,7.75,0,0,1,3,0,1
777,0,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
778,1,,5.0,0,0,12.475,0,0,1,3,0,1
779,0,,29.69911764705882,0,0,7.7375,0,1,0,3,0,1
780,1,,43.0,0,1,211.3375,1,0,1,3,0,2
781,1,,13.0,0,0,7.2292,0,0,0,3,0,1
782,1,,17.0,1,0,57.0,1,0,1,3,0,2
783,0,,29.0,0,0,30.0,0,0,1,3,0,1
784,0,,29.69911764705882,1,2,23.45,3,0,1,3,0,4
785,0,,25.0,0,0,7.05,0,0,1,3,0,1
786,0,,25.0,0,0,7.25,0,0,1,3,0,1
787,1,,18.0,0,0,7.4958,0,0,1,3,0,1
788,0,,8.0,4,1,29.125,5,1,0,3,0,6
789,1,,1.0,1,2,20.575,3,0,1,3,0,4
790,0,,46.0,0,0,79.2,0,0,0,3,0,1
791,0,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
792,0,,16.0,0,0,26.0,0,0,1,2,0,1
793,0,,29.69911764705882,8,2,69.55,10,0,1,3,0,11
794,0,,29.69911764705882,0,0,30.6958,0,0,0,3,0,1
795,0,,25.0,0,0,7.8958,0,0,1,3,0,1
796,0,,39.0,0,0,13.0,0,0,1,2,0,1
797,1,,49.0,0,0,25.9292,0,0,1,3,0,1
798,1,,31.0,0,0,8.6833,0,0,1,3,0,1
799,0,,30.0,0,0,7.2292,0,0,0,3,0,1
800,0,,30.0,1,1,24.15,2,0,1,3,0,3
801,0,,34.0,0,0,13.0,0,0,1,2,0,1
802,1,,31.0,1,1,26.25,2,0,1,2,0,3
803,1,,11.0,1,2,120.0,3,0,1,3,0,4
804,1,,0.42,0,1,8.5167,1,0,0,3,0,2
805,1,,27.0,0,0,6.975,0,0,1,3,0,1
806,0,,31.0,0,0,7.775,0,0,1,3,0,1
807,0,,39.0,0,0,0.0,0,0,1,3,0,1
808,0,,18.0,0,0,7.775,0,0,1,3,0,1
809,0,,39.0,0,0,13.0,0,0,1,2,0,1
810,1,,33.0,1,0,53.1,1,0,1,3,0,2
811,0,,26.0,0,0,7.8875,0,0,1,3,0,1
812,0,,39.0,0,0,24.15,0,0,1,3,0,1
813,0,,35.0,0,0,10.5,0,0,1,2,0,1
814,0,,6.0,4,2,31.275,6,0,1,3,0,7
815,0,,30.5,0,0,8.05,0,0,1,3,0,1
816,0,,29.69911764705882,0,0,0.0,0,0,1,3,0,1
817,0,,23.0,0,0,7.925,0,0,1,3,0,1
818,0,,31.0,1,1,37.0042,2,0,0,2,0,3
819,0,,43.0,0,0,6.45,0,0,1,3,0,1
820,0,,10.0,3,2,27.9,5,0,1,3,0,6
821,1,,52.0,1,1,93.5,2,0,1,3,0,3
822,1,,27.0,0,0,8.6625,0,0,1,3,0,1
823,0,,38.0,0,0,0.0,0,0,1,3,0,1
824,1,,27.0,0,1,12.475,1,0,1,3,0,2
825,0,,2.0,4,1,39.6875,5,0,1,3,0,6
826,0,,29.69911764705882,0,0,6.95,0,1,0,3,0,1
827,0,,29.69911764705882,0,0,56.4958,0,0,1,3,0,1
828,1,,1.0,0,2,37.0042,2,0,0,2,0,3
829,1,,29.69911764705882,0,0,7.75,0,1,0,3,0,1
830,1,,62.0,0,0,80.0,0,0,1,3,0,1
831,1,,15.0,1,0,14.4542,1,0,0,3,0,2
832,1,,0.83,1,1,18.75,2,0,1,2,0,3
833,0,,29.69911764705882,0,0,7.2292,0,0,0,3,0,1
834,0,,23.0,0,0,7.8542,0,0,1,3,0,1
835,0,,18.0,0,0,8.3,0,0,1,3,0,1
836,1,,39.0,1,1,83.1583,2,0,0,3,0,3
837,0,,21.0,0,0,8.6625,0,0,1,3,0,1
838,0,,29.69911764705882,0,0,8.05,0,0,1,3,0,1
839,1,,32.0,0,0,56.4958,0,0,1,3,0,1
840,1,,29.69911764705882,0,0,29.7,0,0,0,3,0,1
841,0,,20.0,0,0,7.925,0,0,1,3,0,1
842,0,,16.0,0,0,10.5,0,0,1,2,0,1
843,1,,30.0,0,0,31.0,0,0,0,3,0,1
844,0,,34.5,0,0,6.4375,0,0,0,3,0,1
845,0,,17.0,0,0,8.6625,0,0,1,3,0,1
846,0,,42.0,0,0,7.55,0,0,1,3,0,1
847,0,,29.69911764705882,8,2,69.55,10,0,1,3,0,11
848,0,,35.0,0,0,7.8958,0,0,0,3,0,1
849,0,,28.0,0,1,33.0,1,0,1,2,0,2
850,1,,29.69911764705882,1,0,89.1042,1,0,0,3,0,2
851,0,,4.0,4,2,31.275,6,0,1,3,0,7
852,0,,74.0,0,0,7.775,0,0,1,3,0,1
853,0,,9.0,1,1,15.2458,2,0,0,3,0,3
854,1,,16.0,0,1,39.4,1,0,1,3,0,2
855,0,,44.0,1,0,26.0,1,0,1,2,0,2
856,1,,18.0,0,1,9.35,1,0,1,3,0,2
857,1,,45.0,1,1,164.8667,2,0,1,3,0,3
858,1,,51.0,0,0,26.55,0,0,1,3,0,1
859,1,,24.0,0,3,19.2583,3,0,0,3,0,4
860,0,,29.69911764705882,0,0,7.2292,0,0,0,3,0,1
861,0,,41.0,2,0,14.1083,2,0,1,3,0,3
862,0,,21.0,1,0,11.5,1,0,1,2,0,2
863,1,,48.0,0,0,25.9292,0,0,1,3,0,1
864,0,,29.69911764705882,8,2,69.55,10,0,1,3,0,11
865,0,,24.0,0,0,13.0,0,0,1,2,0,1
866,1,,42.0,0,0,13.0,0,0,1,2,0,1
867,1,,27.0,1,0,13.8583,1,0,0,2,0,2
868,0,,31.0,0,0,50.4958,0,0,1,3,0,1
869,0,,29.69911764705882,0,0,9.5,0,0,1,3,0,1
870,1,,4.0,1,1,11.1333,2,0,1,3,0,3
871,0,,26.0,0,0,7.8958,0,0,1,3,0,1
872,1,,47.0,1,1,52.5542,2,0,1,3,0,3
873,0,,33.0,0,0,5.0,0,0,1,3,0,1
874,0,,47.0,0,0,9.0,0,0,1,3,0,1
875,1,,28.0,1,0,24.0,1,0,0,2,0,2
876,1,,15.0,0,0,7.225,0,0,0,3,0,1
877,0,,20.0,0,0,9.8458,0,0,1,3,0,1
878,0,,19.0,0,0,7.8958,0,0,1,3,0,1
879,0,,29.69911764705882,0,0,7.8958,0,0,1,3,0,1
880,1,,56.0,0,1,83.1583,1,0,0,3,0,2
881,1,,25.0,0,1,26.0,1,0,1,2,0,2
882,0,,33.0,0,0,7.8958,0,0,1,3,0,1
883,0,,22.0,0,0,10.5167,0,0,1,3,0,1
884,0,,28.0,0,0,10.5,0,0,1,2,0,1
885,0,,25.0,0,0,7.05,0,0,1,3,0,1
886,0,,39.0,0,5,29.125,5,1,0,3,0,6
887,0,,27.0,0,0,13.0,0,0,1,2,0,1
888,1,,19.0,0,0,30.0,0,0,1,3,0,1
889,0,,29.69911764705882,1,2,23.45,3,0,1,3,0,4
890,1,,26.0,0,0,30.0,0,0,0,3,0,1
891,0,,32.0,0,0,7.75,0,1,0,3,0,1
